"Sample_ID","Code","Sample_Date","Sample_Time","Gage_Ht","Temp","pH","Cond","Cl","NO3-N","SO4-S","Na","K","Mg","Ca","NH4-N","PO4-P","DOC","DIC","TDN","TDP","SiO2","DON","ChlorideCode","NitrateCode","SulfateCode","SodiumCode","PotassiumCode","MagnesiumCode","CalciumCode","NH4Code","PO4Code","DOCCode","DICCode","TDNCode","SiO2Code","DONCode","TSS"
"MPR",3525,1990-07-17,1005,2.3,NA,7.53,98.1,7.43,10,2.16,6.21,0.86,2.16,9.08,NA,5,2.65,NA,NA,NA,8.63,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.02
"MPR",3536,1990-07-24,1004,2.88,24,6.78,59.6,NA,328,0.94,4.9,0.98,1.13,4.31,NA,11,8.1,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",51
"MPR",3547,1990-07-31,1000,2,26,7.55,108.5,NA,115,2.64,5.99,0.85,2.42,10.87,NA,NA,1.12,NA,0.29,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",2.07
"MPR",3558,1990-08-07,1000,2.14,NA,7.13,108.5,NA,101,1.23,7.01,0.89,2.76,11.45,NA,NA,1.28,NA,0.26,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",1.17
"MPR",3666,1990-08-14,957,2.44,24,6.95,81.8,12.19,339,0.36,5.66,0.83,1.15,6.78,NA,NA,1.34,NA,0.53,NA,6.97,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",2.14
"MPR",3677,1990-08-21,1000,1.9,26,7.54,109,11.02,127,NA,6.87,0.85,2.35,10.15,NA,4,1.08,NA,0.29,NA,NA,NA,"NA","NA","BDL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.52
"MPR",3688,1990-08-28,1012,1.84,NA,7.13,106.5,3.69,85,0.62,6.8,0.85,2.17,10.11,NA,22,1.05,NA,0.23,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.1
"MPR",3699,1990-09-04,1009,2.02,NA,7.647,97.3,5.74,112,1,6.44,0.85,2.12,9.01,NA,19,1.32,NA,0.3,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.92
"MPR",3710,1990-09-11,1012,1.74,NA,7.84,98.8,10.46,67,1.22,6.8,0.86,2.23,10.02,NA,5,1.56,NA,0.24,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.35
"MPR",3721,1990-09-18,1026,1.86,NA,7.66,85.2,8.47,129,1.16,NA,0.83,1.78,8.39,NA,4,2.09,NA,0.39,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.23
"MPR",3992,1990-09-25,1006,1.72,25,7.59,104.4,5.29,112,0.76,6.68,0.86,2.3,9.94,NA,NA,2.48,NA,0.3,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",0.58
"MPR",4012,1990-10-02,1042,1.9,25,7.76,97.5,4.49,88,1.25,6.39,0.76,2.09,8.94,NA,NA,4,NA,0.36,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",1.16
"MPR",4084,1990-10-09,1000,1.92,25,7.43,57.2,7.98,119,1.31,6,0.87,1.95,8.3,NA,12,1.79,NA,0.34,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.84
"MPR",4095,1990-10-16,951,1.82,NA,7.32,97.5,7.29,138,1.31,6.43,0.78,2.17,8.05,NA,13,NA,NA,0.4,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.47
"MPR",4171,1990-10-23,1026,2.02,NA,7.28,95.2,NA,170,1.82,6.25,0.78,1.95,8,NA,4,NA,NA,0.47,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.96
"MPR",4311,1990-10-30,1045,2,NA,7.38,67.7,NA,133,0.93,4.52,0.71,1.36,4.39,NA,NA,NA,NA,0.47,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",76.8
"MPR",4322,1990-11-06,947,2.02,NA,7.44,88.9,NA,7,0.43,5.29,0.76,1.81,6.96,NA,5,NA,NA,0.38,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.42
"MPR",4333,1990-11-13,955,1.8,24,7.59,107.6,NA,NA,0.57,6.54,0.77,2.36,8.43,NA,NA,NA,NA,0.32,NA,NA,NA,"NA","BDL","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",1.36
"MPR",4368,1990-11-20,952,1.74,NA,7.46,108.8,NA,171,1.03,6.34,0.78,2.33,9.45,NA,NA,NA,NA,0.57,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.96
"MPR",4394,1990-11-27,1007,2.34,NA,7,91.2,NA,183,1.24,5.79,0.72,1.87,8.49,NA,NA,NA,NA,0.31,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.23
"MPR",4405,1990-12-04,953,2.26,NA,7.331,79.1,NA,216,0.86,5.62,0.7,0.36,0.21,NA,NA,NA,NA,0.39,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.86
"MPR",4419,1990-12-11,957,1.82,NA,7.05,92.1,NA,89,1.1,6.61,0.62,2.26,9.73,NA,29,NA,NA,0.17,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.53
"MPR",4489,1990-12-18,959,1.78,NA,7.44,98.2,NA,165,1.34,6.32,0.56,2.14,9.49,NA,NA,NA,NA,0.18,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",3.83
"MPR",4566,1990-12-25,1006,1.7,NA,7.23,115.2,NA,110,1.34,6.47,0.75,3.36,10.45,NA,NA,NA,NA,0.24,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"MPR",4578,1990-12-31,1026,2.28,NA,7.06,72.6,NA,158,1.14,5.28,0.88,1.18,4.72,NA,NA,NA,NA,0.47,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",35.02
"MPR",4590,1991-01-08,1010,2.3,NA,7.46,98.3,NA,127,0.86,6.12,0.77,1.96,9.05,NA,6,NA,NA,0.2,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.3
"MPR",4772,1991-01-15,1025,2,NA,7.38,96.9,NA,NA,NA,4,0.59,2.09,8.5,NA,NA,NA,NA,0.18,NA,8.82,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",2.43
"MPR",4760,1991-01-22,NA,NA,NA,NA,NA,NA,123,1.11,3.6,0.35,3.34,5.02,NA,NA,NA,NA,0.17,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MPR",4787,1991-01-29,1002,1.64,23,7.63,115.1,NA,106,0.81,4.7,0.66,2.34,5.24,NA,10,NA,NA,0.13,NA,8.55,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.55
"MPR",4798,1991-02-05,1118,1.99,21,6.63,113.7,NA,234,1.35,3.5,0.66,1.58,6.49,NA,NA,NA,NA,0.3,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",3.6
"MPR",4810,1991-02-12,954,1.72,23,7.27,99.2,NA,63,1.57,5.2,0.74,2.31,9.52,NA,NA,NA,NA,0.08,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",0.8
"MPR",4822,1991-02-19,1042,2.36,22,7.44,68.3,NA,219,2.07,3,0.62,1.36,5.63,NA,5,NA,NA,0.49,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11.5
"MPR",4834,1991-02-26,952,1.94,23,7.34,86,NA,32,0.45,4.41,0.65,2.05,7.68,NA,7,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.7
"MPR",4846,1991-03-05,1002,2.08,22,7.41,87.4,NA,NA,1.11,6.09,0.6,2.09,8.65,NA,NA,NA,NA,0.13,NA,NA,NA,"NA","BDL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.8
"MPR",4858,1991-03-12,1019,NA,22,7.37,97.1,NA,114,1.42,6.17,2.7,2.18,9.9,NA,NA,NA,NA,0.2,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.63
"MPR",4870,1991-03-19,948,2.14,23,6.74,79.2,NA,164,1.29,6.32,0.76,1.62,6.9,NA,9,NA,NA,0.38,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MPR",4882,1991-03-26,1011,1.8,NA,7.31,104.4,NA,133,1.36,5.24,0.63,2.14,NA,NA,13,NA,NA,0.2,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MPR",4944,1991-04-02,958,1.83,NA,7.32,103.1,NA,14,1.24,6.55,0.67,2.23,4.58,NA,6,NA,NA,0.23,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.36
"MPR",5051,1991-04-15,1025,1.88,NA,7.56,91.2,NA,29,NA,6.36,0.75,1.13,4.31,NA,6,NA,NA,1.36,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.37
"MPR",5124,1991-04-23,1023,1.84,NA,7.62,101.8,NA,70,NA,6.69,0.85,1.33,4,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",2.55
"MPR",5204,1991-04-30,956,1.64,NA,7.79,109.3,NA,55,NA,7.31,0.83,1.13,4.31,NA,9,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.3
"MPR",5436,1991-05-07,1010,1.86,24,7.53,78.4,NA,32,NA,5.82,0.66,0.84,5.02,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.9
"MPR",5551,1991-05-14,1000,1.76,24,7.22,91.8,NA,75,1.43,6.4,0.73,0.84,5.09,NA,6,NA,NA,0.18,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.77
"MPR",6075,1991-05-21,1037,1.82,25,7.49,92.6,NA,45,1.21,6.04,0.73,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.47
"MPR",6118,1991-05-28,1030,1.8,25,7.39,101.8,NA,10,1.4,6.77,NA,0.36,NA,NA,8,NA,NA,0.25,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.14
